"CustomerID","Title","FirstName","MiddleName","LastName","Suffix","AddressLine1","AddressLine2","City","StateProvinceName","CountryRegionName","PostalCode","PhoneNumber","BirthDate","Education","Occupation","Gender","MaritalStatus","HomeOwnerFlag","NumberCarsOwned","NumberChildrenAtHome","TotalChildren","YearlyIncome","LastUpdated","BikeBuyer","AvgMonthSpend","Age","clustering"
16815,"NULL","Jacob","NULL","Brown","NULL","8668 Via Neruda","NULL","Novato","California","United States","94947","588-555-0115",1971-05-10,"Partial College","Manual","M","M",1,1,1,2,28037,"2017-03-06",0,50,53,"3"
16816,"NULL","Julia","R","Miller","NULL","4002 Willow Pass Dr.","NULL","Redwood City","California","United States","94063","555-555-0194",1971-03-11,"Partial College","Skilled Manual","F","M",1,1,0,2,59253,"2017-03-06",0,48.75,53,"3"
16817,"NULL","Evan","NULL","Peterson","NULL","4143 Smith Lane","NULL","San Diego","California","United States","92102","197-555-0165",1971-12-20,"Partial College","Clerical","M","M",1,1,1,2,87809,"2017-03-06",1,60.9,53,"1"
16818,"NULL","Gabrielle","NULL","Reed","NULL","6417 Del Rey St","NULL","Spring Valley","California","United States","91977","659-555-0128",1971-02-03,"Partial College","Clerical","F","M",1,2,1,2,83377,"2017-03-06",1,52.17,54,"3"
16819,"NULL","Dalton","NULL","Cox","NULL","7684 Grove Way","NULL","Issaquah","Washington","United States","98027","562-555-0158",1972-07-03,"Partial College","Skilled Manual","M","M",1,0,1,2,58154,"2017-03-06",1,48.95,52,"3"
16820,"NULL","Isabella","NULL","Gray","NULL","6400 St. John Lane","NULL","Port Hammond","British Columbia","Canada","V6B 3P7","438-555-0150",1972-01-13,"Partial College","Clerical","F","M",1,3,0,2,87144,"2017-03-06",0,49.71,53,"3"
16821,"NULL","Mary","NULL","Carter","NULL","Pascalstr 36","NULL","Solingen","Nordrhein-Westfalen","Germany","42651","1 (11) 500 555-0143",1978-07-20,"Bachelors","Manual","F","M",1,0,1,1,35530,"2017-03-06",1,51.42,46,"3"
16822,"NULL","Marshall","NULL","Lin","NULL","7070 W. Watson Court","NULL","Peterborough","England","United Kingdom","PB12","1 (11) 500 555-0198",1978-11-28,"Partial College","Clerical","M","M",1,0,1,2,82204,"2017-03-06",1,50.01,46,"1"
16823,"NULL","Stacy","NULL","Ruiz","NULL","5399 Heron Ct.","NULL","Liverpool","England","United Kingdom","L4 4HB","1 (11) 500 555-0123",1978-07-20,"Partial College","Skilled Manual","F","M",1,1,1,2,54188,"2017-03-06",0,49.63,46,"3"
16824,"NULL","Randall","J","Munoz","NULL","Dunckerstr 3578","NULL","Berlin","Hessen","Germany","12171","1 (11) 500 555-0144",1977-05-17,"High School","Manual","M","M",1,0,0,1,30258,"2017-03-06",0,45.27,47,"1"
16825,"NULL","Susan","NULL","Zeng","NULL","Helsenbergbogen 6","NULL","Bottrop","Nordrhein-Westfalen","Germany","46236","1 (11) 500 555-0172",1977-08-04,"High School","Clerical","F","M",1,3,0,2,86672,"2017-03-06",1,50.71,47,"1"
16826,"NULL","Roberto","A","Vazquez","NULL","Postfach 66 16 11","NULL","Solingen","Nordrhein-Westfalen","Germany","42651","1 (11) 500 555-0155",1977-11-12,"Partial College","Skilled Manual","M","M",1,1,1,2,54003,"2017-03-06",1,49.85,47,"3"
16827,"NULL","Jeffery","C","Chen","NULL","1549 Wildewood Dr","NULL","Wokingham","England","United Kingdom","RG41 1QW","1 (11) 500 555-0118",1977-02-18,"Bachelors","Management","M","M",1,2,0,2,107393,"2017-03-06",0,58.01,48,"1"
16828,"NULL","Logan","R","Mitchell","NULL","1874 Virginia Hills Dr.","NULL","Oxford","England","United Kingdom","OX1","1 (11) 500 555-0191",1976-02-10,"High School","Clerical","M","M",1,2,1,2,81251,"2017-03-06",1,52.31,49,"1"
16829,"NULL","Wayne","C","Lal","NULL","2269 Clear St.","NULL","Runcorn","England","United Kingdom","TY31","1 (11) 500 555-0151",1976-04-27,"High School","Skilled Manual","M","M",1,1,0,2,58618,"2017-03-06",0,58.15,48,"3"
16830,"NULL","Alexandra","M","Hall","NULL","Lieblingsweg 444","NULL","Solingen","Nordrhein-Westfalen","Germany","42651","1 (11) 500 555-0116",1975-10-21,"Partial College","Skilled Manual","F","M",1,1,0,2,61517,"2017-03-06",0,48.54,49,"3"
16831,"NULL","Theodore","T","Vazquez","NULL","7490 Sharon Dr","NULL","Gloucestershire","England","United Kingdom","GL7 1RY","1 (11) 500 555-0126",1975-05-12,"Partial College","Skilled Manual","M","M",1,1,1,1,57983,"2017-03-06",1,59.63,49,"3"
16832,"NULL","Isaiah","J","Parker","NULL","2668 E. 79th Street","NULL","Renton","Washington","United States","98055","156-555-0115",1952-06-12,"Graduate Degree","Professional","M","S",1,2,1,1,134601,"2017-03-06",1,55.26,72,"1"
16833,"NULL","Richard","L","Cooper","NULL","9023 Maryland Dr.","NULL","Glendale","California","United States","91203","366-555-0187",1952-08-24,"Graduate Degree","Professional","M","M",1,2,2,2,129697,"2017-03-06",1,55.4,72,"1"
16834,"NULL","Morgan","J","Peterson","NULL","9377 Detroit Ave","NULL","Haney","British Columbia","Canada","V2W 1W2","348-555-0199",1953-07-21,"Graduate Degree","Professional","F","S",1,1,1,1,135883,"2017-03-06",0,54.34,71,"3"
16835,"NULL","Noah","NULL","Nelson","NULL","7082 45th St","NULL","Burien","Washington","United States","98168","726-555-0124",1953-10-14,"Graduate Degree","Management","M","M",1,0,1,2,112216,"2017-03-06",1,53.05,71,"1"
16836,"NULL","David","NULL","Thomas","NULL","6219 Marcia Drive","NULL","Cliffside","British Columbia","Canada","V8Y 1L1","278-555-0197",1985-11-22,"Partial College","Clerical","M","M",1,3,0,2,78677,"2017-03-06",1,50.08,39,"1"
16837,"NULL","Elizabeth","K","Jackson","NULL","3494 Jamie Way","NULL","Langford","British Columbia","Canada","V9","363-555-0162",1985-10-23,"Partial College","Manual","F","M",0,0,0,2,33937,"2017-03-06",0,46.96,39,"3"
16838,"NULL","Jonathan","R","Griffin","NULL","3230 Market Place","NULL","Chula Vista","California","United States","91910","121-555-0113",1985-01-16,"Bachelors","Manual","M","S",0,1,0,0,33422,"2017-03-06",1,52.83,40,"2"
16839,"NULL","Julia","F","Ross","NULL","5518 San Rafael","NULL","West Covina","California","United States","91791","716-555-0194",1985-06-19,"Graduate Degree","Skilled Manual","F","M",1,1,2,2,54659,"2017-03-06",1,48.35,39,"3"
16840,"NULL","Xavier","NULL","Torres","NULL","8802 Valley Manor","NULL","Cliffside","British Columbia","Canada","V8Y 1L1","110-555-0149",1984-03-14,"Bachelors","Manual","M","M",0,1,1,2,27189,"2017-03-06",0,49.46,40,"1"
16841,"NULL","James","E","Turner","NULL","7848 York Dr.","NULL","Westminster","British Columbia","Canada","V3L 1H4","602-555-0192",1984-11-16,"Partial College","Clerical","M","M",1,1,0,2,80146,"2017-03-06",1,59.11,40,"1"
16842,"NULL","Jenny","R","Yang","NULL","602 Columbia River Ct","NULL","Burbank","California","United States","91502","885-555-0197",1984-04-09,"Bachelors","Skilled Manual","F","M",1,1,1,2,53029,"2017-03-06",1,51.39,40,"3"
16843,"NULL","Jimmy","NULL","Ramos","NULL","9817 Cook Street","NULL","Concord","California","United States","94519","256-555-0148",1984-02-16,"Graduate Degree","Manual","M","S",0,0,0,0,30553,"2017-03-06",1,52.52,41,"2"
16844,"NULL","Emma","C","Robinson","NULL","5377 Sahara Dr.","NULL","Torrance","California","United States","90505","492-555-0160",1984-07-25,"Bachelors","Management","F","M",1,3,0,2,111765,"2017-03-06",1,51.3,40,"1"
16845,"NULL","Andrea","M","Adams","NULL","4767 Detroit Ave.","NULL","West Covina","California","United States","91791","658-555-0193",1984-09-15,"Graduate Degree","Professional","F","S",1,2,0,0,127408,"2017-03-06",0,54.97,40,"2"
16846,"NULL","James","G","Phillips","NULL","8732 Carob Way","NULL","Langley","British Columbia","Canada","V3A 4R2","200-555-0199",1983-05-09,"Partial College","Management","M","S",1,2,0,0,112556,"2017-03-06",1,62.17,41,"2"
16847,"NULL","Eduardo","NULL","Hall","NULL","8128 Honey Trail Lane","NULL","Newton","British Columbia","Canada","V2M1P1","355-555-0111",1983-03-23,"Partial College","Skilled Manual","M","M",1,2,0,2,59788,"2017-03-06",0,52.59,41,"3"
16848,"NULL","Jessica","NULL","Thomas","NULL","544 Magda Way","NULL","Newton","British Columbia","Canada","V2L3W8","749-555-0195",1983-04-07,"Partial College","Clerical","F","S",0,0,0,0,78244,"2017-03-06",1,53.2,41,"2"
16849,"NULL","Jonathan","NULL","Collins","NULL","9808 Holiday Hills","NULL","Victoria","British Columbia","Canada","V8V","319-555-0114",1983-09-28,"Partial College","Management","M","M",1,2,0,2,104246,"2017-03-06",1,55.58,41,"1"
16850,"NULL","Jessica","NULL","Jenkins","NULL","3281 Ana Mile","NULL","Spokane","Washington","United States","99202","433-555-0119",1983-10-02,"Partial College","Management","F","S",1,1,0,0,103806,"2017-03-06",0,53.58,41,"2"
16851,"NULL","Kevin","L","Hayes","NULL","5515 West Bouncing Rd","NULL","Bellflower","California","United States","90706","980-555-0166",1983-04-01,"Partial College","Skilled Manual","M","S",0,2,0,0,54024,"2017-03-06",0,56.61,41,"2"
16852,"NULL","Kate","NULL","She","NULL","8713 Book Street","NULL","Burlingame","California","United States","94010","815-555-0144",1983-06-07,"Bachelors","Clerical","F","S",0,1,0,0,78528,"2017-03-06",0,50.68,41,"2"
16853,"NULL","Christina","A","Bailey","NULL","3859 Anchor Ave","NULL","Colma","California","United States","94014","394-555-0181",1983-02-20,"Bachelors","Professional","F","S",1,0,0,0,129532,"2017-03-06",1,54.39,42,"2"
16854,"NULL","Seth","L","Adams","NULL","903 West I St","NULL","Woodland Hills","California","United States","91364","472-555-0154",1983-08-27,"Graduate Degree","Management","M","M",1,2,0,2,108030,"2017-03-06",0,52.3,41,"1"
16855,"NULL","Evelyn","NULL","Srini","NULL","1348 Montego","NULL","Cliffside","British Columbia","Canada","V8Y 1L1","340-555-0163",1982-11-13,"Partial College","Clerical","F","M",1,0,0,2,77441,"2017-03-06",1,50.14,42,"3"
16856,"NULL","Erin","NULL","Rivera","NULL","3812 Roundtree Drive","#5","Bremerton","Washington","United States","98312","134-555-0188",1982-12-11,"Partial College","Manual","F","M",1,1,0,1,34012,"2017-03-06",0,46.12,42,"3"
16857,"NULL","Lawrence","C","Munoz","NULL","3635 N Ridgewood Drive","NULL","Burien","Washington","United States","98168","396-555-0163",1982-12-18,"Partial College","Skilled Manual","M","M",1,2,0,2,59861,"2017-03-06",1,51.73,42,"3"
16858,"NULL","Jan","NULL","Lopez","NULL","4214 Willbrook Court","NULL","Everett","Washington","United States","98201","950-555-0171",1982-08-13,"Partial College","Management","F","M",1,0,0,2,103690,"2017-03-06",1,50.53,42,"3"
16859,"NULL","Jack","E","Kumar","NULL","8609 Camino Peral","NULL","Puyallup","Washington","United States","98371","747-555-0113",1982-08-21,"Partial College","Clerical","M","S",1,1,0,0,77938,"2017-03-06",0,59.14,42,"1"
16860,"NULL","Haley","M","Rogers","NULL","8380 Sheppard Way","NULL","Beverly Hills","California","United States","90210","101-555-0190",1982-03-17,"Bachelors","Management","F","M",1,2,0,0,108854,"2017-03-06",0,50.88,42,"1"
16861,"NULL","Luis","NULL","Sharma","NULL","4207 Madrid Lane","NULL","Lakewood","California","United States","90712","630-555-0138",1982-06-10,"Bachelors","Management","M","S",1,3,0,0,105435,"2017-03-06",1,60.36,42,"1"
16862,"NULL","Timothy","A","Nelson","NULL","7798 Esperanza Drive","NULL","National City","California","United States","91950","267-555-0140",1982-12-20,"Bachelors","Professional","M","M",1,0,0,2,128503,"2017-03-06",1,53.49,42,"1"
16863,"NULL","Kaitlyn","W","Clark","NULL","5074 Ulfinian Way","NULL","Beaverton","Oregon","United States","97005","261-555-0195",1981-08-11,"Partial College","Manual","F","M",1,0,0,1,33339,"2017-03-06",0,46.73,43,"3"
16864,"NULL","Grace","NULL","Ramirez","NULL","3290 Las Palmas","NULL","Yakima","Washington","United States","98901","414-555-0176",1981-05-06,"Partial College","Skilled Manual","F","S",0,1,0,0,55773,"2017-03-06",0,51.96,43,"2"
16865,"NULL","Jordyn","NULL","Diaz","NULL","6539 Greenwood Circle","NULL","Coronado","California","United States","92118","988-555-0154",1981-06-06,"High School","Clerical","F","M",1,1,0,1,79691,"2017-03-06",0,50.23,43,"1"
16866,"NULL","Alexandra","G","Parker","NULL","6159 Argonne Drive","NULL","Grossmont","California","United States","91941","974-555-0142",1981-10-26,"Bachelors","Manual","F","M",1,0,0,1,33207,"2017-03-06",0,46.48,43,"3"
16867,"NULL","Katelyn","NULL","King","NULL","6462 Wexford Drive","NULL","Redwood City","California","United States","94063","460-555-0179",1981-08-26,"Bachelors","Professional","F","S",1,2,0,0,131860,"2017-03-06",0,51.9,43,"2"
16868,"NULL","Xavier","A","Jackson","NULL","53 Odin Dr","NULL","Spring Valley","California","United States","91977","161-555-0147",1981-02-04,"Bachelors","Clerical","M","M",1,2,0,1,81065,"2017-03-06",1,57.99,44,"1"
16869,"NULL","Vanessa","B","Patterson","NULL","1949 Bay Court","NULL","Torrance","California","United States","90505","953-555-0152",1981-02-01,"Graduate Degree","Management","F","M",1,3,1,2,109238,"2017-03-06",1,54.37,44,"3"
16870,"NULL","Andrea","M","Morgan","NULL","4162 Euclid Ave.","NULL","Langley","British Columbia","Canada","V3A 4R2","743-555-0185",1975-10-02,"High School","Manual","F","M",1,0,1,2,31608,"2017-03-06",1,48.9,49,"3"
16871,"NULL","Anna","A","Clark","NULL","2419 Adobe St.","NULL","Santa Monica","California","United States","90401","183-555-0145",1975-02-11,"High School","Manual","F","M",1,0,1,2,35746,"2017-03-06",1,49.47,50,"3"
16872,"NULL","Samuel","A","Taylor","NULL","498 Rockford Dr.","NULL","Redwood City","California","United States","94063","345-555-0192",1974-02-27,"Partial High School","Manual","M","M",1,1,0,2,30992,"2017-03-06",0,53.92,50,"1"
16873,"NULL","Damien","A","Deng","NULL","1273 Deetmeadow Way","NULL","Calgary","Alberta","Canada","T2P 2G8","863-555-0114",1955-03-14,"High School","Clerical","M","M",1,1,3,3,80396,"2017-03-06",1,52.47,69,"1"
16874,"NULL","Leslie","E","Munoz","NULL","7748 Rose Ann Ave","NULL","Concord","California","United States","94519","828-555-0180",1955-09-01,"Bachelors","Clerical","F","S",1,2,0,1,85374,"2017-03-06",0,52.84,69,"1"
16875,"NULL","Samantha","A","Diaz","NULL","3956 Stonedale","NULL","Coronado","California","United States","92118","125-555-0113",1955-02-27,"Bachelors","Manual","F","M",1,1,1,2,27118,"2017-03-06",0,49.75,69,"3"
16876,"NULL","Jackson","NULL","Sharma","NULL","4895 Browse St","NULL","Langford","British Columbia","Canada","V9","487-555-0171",1956-06-05,"Partial College","Clerical","M","M",1,2,0,2,81975,"2017-03-06",0,50.78,68,"1"
16877,"NULL","Katelyn","W","Adams","NULL","5875 Providence Dr.","NULL","Ballard","Washington","United States","98107","139-555-0154",1956-09-02,"Graduate Degree","Skilled Manual","F","S",1,2,1,1,57452,"2017-03-06",1,48.8,68,"3"
16878,"NULL","Devin","NULL","Young","NULL","8775 Boulevard","NULL","Corvallis","Oregon","United States","97330","595-555-0160",1956-11-19,"Graduate Degree","Clerical","M","S",1,2,1,1,84878,"2017-03-06",1,53.84,68,"1"
16879,"NULL","Morgan","D","Taylor","NULL","5542 Orchard View Ave","NULL","Milwaukie","Oregon","United States","97222","636-555-0114",1956-02-28,"Graduate Degree","Management","F","S",1,2,1,1,101962,"2017-03-06",1,53.93,68,"3"
16880,"NULL","Edgar","M","Patel","NULL","1639 Atchinson Stage Ct.","NULL","Chula Vista","California","United States","91910","529-555-0113",1956-11-22,"Graduate Degree","Skilled Manual","M","M",1,2,1,2,53904,"2017-03-07",1,51.44,68,"3"
16881,"NULL","Ruben","A","Alonso","NULL","2419 Adobe St.","NULL","Colma","California","United States","94014","415-555-0124",1956-02-11,"Graduate Degree","Manual","M","M",1,1,1,2,27729,"2017-03-06",0,47.02,69,"1"
16882,"NULL","Robert","G","Young","NULL","5149 Thissen Court","NULL","Milwaukie","Oregon","United States","97222","980-555-0174",1980-06-15,"Partial College","Manual","M","S",0,0,0,0,27377,"2017-03-06",0,45.54,44,"2"
16883,"NULL","Tyler","A","Davis","NULL","3504 Tosco Way","NULL","Lakewood","California","United States","90712","173-555-0136",1980-12-28,"High School","Manual","M","S",0,0,0,0,32459,"2017-03-06",1,50.62,44,"2"
16884,"NULL","Richard","J","Miller","NULL","5477 Oak Leaf Ct","NULL","Yakima","Washington","United States","98901","717-555-0188",1974-08-08,"High School","Skilled Manual","M","M",1,1,2,2,60887,"2017-03-06",1,59.93,50,"3"
16885,"NULL","Garrett","D","Cook","NULL","4815 Lenox Ct.","NULL","Salem","Oregon","United States","97301","294-555-0154",1974-06-06,"Partial High School","Manual","M","M",1,0,1,2,27185,"2017-03-06",0,53.79,50,"1"
16886,"NULL","Aidan","NULL","Flores","NULL","6868 Thornhill Place","NULL","Portland","Oregon","United States","97205","417-555-0130",1974-10-19,"Partial High School","Skilled Manual","M","M",1,1,0,2,55064,"2017-03-06",0,50.73,50,"3"
16887,"NULL","Cody","L","Rivera","NULL","8001 Pinetree Court","NULL","Lemon Grove","California","United States","91945","505-555-0153",1974-08-11,"Partial High School","Skilled Manual","M","M",1,2,1,1,61355,"2017-03-06",1,56.5,50,"3"
16888,"NULL","Arianna","A","Hughes","NULL","3788 Linden Lane","NULL","El Cajon","California","United States","92020","816-555-0194",1974-02-18,"Partial High School","Manual","F","S",0,1,0,0,30661,"2017-03-06",0,48.62,51,"2"
16889,"NULL","Daniel","R","Rodriguez","NULL","1371 Vancouver Way","NULL","Torrance","California","United States","90505","458-555-0140",1974-09-06,"Partial High School","Manual","M","S",0,1,0,0,26816,"2017-03-06",0,53.69,50,"2"
16890,"NULL","Timothy","NULL","Reed","NULL","8662 Bailey Rd.","NULL","Puyallup","Washington","United States","98371","204-555-0112",1974-03-03,"Partial High School","Manual","M","M",1,0,0,2,28157,"2017-03-06",0,50.93,50,"1"
16891,"NULL","Natalie","NULL","Gonzales","NULL","6155 Wilbur Drive","NULL","National City","California","United States","91950","177-555-0155",1974-11-09,"High School","Skilled Manual","F","M",1,0,0,2,57624,"2017-03-06",1,49.01,50,"3"
16892,"NULL","Rebecca","NULL","Evans","NULL","6154 Cleveland Rd","NULL","Bellflower","California","United States","90706","280-555-0162",1974-02-10,"High School","Manual","F","M",1,0,1,2,35442,"2017-03-06",1,48.79,51,"3"
16893,"NULL","Isaac","M","Howard","NULL","9369 Mt. Tamalpais Pl.","NULL","Walla Walla","Washington","United States","99362","446-555-0112",1973-07-03,"Graduate Degree","Manual","M","S",0,1,0,0,27352,"2017-03-06",0,51.08,51,"2"
16894,"NULL","Abigail","NULL","Walker","NULL","8193 Pine Creek Way","NULL","Salem","Oregon","United States","97301","918-555-0180",1973-02-12,"Graduate Degree","Skilled Manual","F","S",1,0,0,0,51779,"2017-03-06",1,52.2,52,"2"
16895,"NULL","Chloe","NULL","Gonzales","NULL","5351 N. Civic Dr.","NULL","Lemon Grove","California","United States","91945","853-555-0130",1972-06-15,"Partial College","Skilled Manual","F","M",1,1,1,1,60330,"2017-03-06",1,49.62,52,"3"
16896,"NULL","Natalie","NULL","Perez","NULL","867 Maria Vega Court","NULL","El Cajon","California","United States","92020","186-555-0118",1972-10-21,"Partial College","Manual","F","M",1,0,0,2,26292,"2017-03-06",0,44.81,52,"3"
16897,"NULL","Lauren","A","Torres","NULL","3421 Bouncing Road","NULL","Los Angeles","California","United States","90012","572-555-0185",1972-08-22,"Partial College","Skilled Manual","F","S",1,1,0,0,54418,"2017-03-06",0,49.86,52,"2"
16898,"NULL","Angel","W","Reed","NULL","7207 Sycamore Dr.","NULL","West Covina","California","United States","91791","820-555-0121",1972-05-10,"Partial College","Skilled Manual","M","M",1,1,1,2,59345,"2017-03-06",1,53.1,52,"3"
16899,"NULL","Whitney","C","Sanchez","NULL","5543 Royal Arch Court","NULL","Burien","Washington","United States","98168","361-555-0177",1957-10-01,"Graduate Degree","Manual","F","M",1,0,1,2,35410,"2017-03-06",1,46.98,67,"3"
16900,"NULL","Miguel","R","Jones","NULL","8352 Turning View Cricle Drive","NULL","San Diego","California","United States","92102","947-555-0134",1957-11-21,"Graduate Degree","Professional","M","M",1,2,0,2,135313,"2017-03-06",0,52.43,67,"1"
16901,"NULL","Ricky","NULL","Munoz","NULL","2594 Breaker Dr","NULL","Concord","California","United States","94519","291-555-0126",1957-10-24,"Bachelors","Skilled Manual","M","M",1,1,0,3,51889,"2017-03-06",1,48.23,67,"1"
16902,"NULL","Shawn","J","She","NULL","330 Camino Verde","NULL","Burnaby","British Columbia","Canada","V3J 6Z3","118-555-0190",1958-10-07,"Bachelors","Management","M","S",1,2,1,1,106645,"2017-03-06",1,54.91,66,"1"
16903,"NULL","Ian","P","Wright","NULL","4113 Pershing Dr","NULL","Santa Cruz","California","United States","95062","502-555-0164",1958-08-02,"Graduate Degree","Professional","M","S",1,2,1,1,134871,"2017-03-06",1,54.78,66,"1"
16904,"NULL","Arianna","G","Bailey","NULL","1671 F St.","NULL","Grossmont","California","United States","91941","169-555-0177",1958-07-11,"Graduate Degree","Skilled Manual","F","M",1,1,1,2,53676,"2017-03-06",0,48.83,66,"3"
16905,"NULL","Janet","R","Stewart","NULL","1551 Happy Valley Road","NULL","Imperial Beach","California","United States","91932","673-555-0165",1958-04-10,"Bachelors","Skilled Manual","F","M",1,1,0,3,56194,"2017-03-06",0,48.41,66,"3"
16906,"NULL","Brittany","NULL","Flores","NULL","6310 Jamie Way","NULL","Oak Bay","British Columbia","Canada","V8P","367-555-0114",1958-08-12,"Graduate Degree","Skilled Manual","F","M",1,1,2,2,56847,"2017-03-06",1,51.34,66,"3"
16907,"NULL","Sarah","J","Hall","NULL","8836 First Ave.","NULL","National City","California","United States","91950","195-555-0135",1959-03-21,"Graduate Degree","Manual","F","S",1,0,1,1,30259,"2017-03-06",1,49.14,65,"3"
16908,"NULL","Kristi","C","Patel","NULL","507 Sahara Drive","NULL","Burien","Washington","United States","98168","308-555-0116",1959-06-02,"Graduate Degree","Professional","F","S",1,1,0,1,133858,"2017-03-06",0,54.98,65,"2"
16909,"NULL","Chloe","M","Walker","NULL","2547 San Ramon Road","NULL","Long Beach","California","United States","90802","607-555-0151",1959-11-10,"Bachelors","Manual","F","M",1,1,0,3,30225,"2017-03-06",1,45.48,65,"3"
16910,"NULL","Ryan","J","Diaz","NULL","6058 Foothill Way","NULL","Cliffside","British Columbia","Canada","V8Y 1L1","332-555-0195",1959-06-14,"Graduate Degree","Manual","M","M",1,0,0,3,32488,"2017-03-06",1,45.97,65,"1"
16911,"NULL","Caleb","NULL","Patterson","NULL","482 ViewPoint Court","NULL","Everett","Washington","United States","98201","757-555-0160",1960-04-19,"Bachelors","Clerical","M","M",1,1,1,2,83555,"2017-03-06",1,52.31,64,"1"
16912,"NULL","Dalton","A","Patterson","NULL","6670 Brook St.","NULL","Olympia","Washington","United States","98501","164-555-0118",1960-03-07,"Bachelors","Management","M","M",1,0,1,2,105071,"2017-03-06",1,54.71,64,"1"
16913,"NULL","Marcus","NULL","Flores","NULL","1453 Asilomar Dr.","NULL","Salem","Oregon","United States","97301","807-555-0178",1960-11-12,"Graduate Degree","Management","M","S",1,0,0,1,106290,"2017-03-06",1,56.08,64,"1"
16914,"NULL","Alexandra","K","Campbell","NULL","6939 Hilltop Dr.","NULL","Puyallup","Washington","United States","98371","353-555-0139",1988-10-24,"Bachelors","Skilled Manual","F","M",0,1,0,1,54306,"2017-03-06",1,47.7,36,"2"
16915,"NULL","Mason","NULL","Phillips","NULL","5279 Glenwood Dr.","NULL","Walla Walla","Washington","United States","99362","124-555-0175",1988-09-06,"Bachelors","Management","M","M",1,1,1,2,109950,"2017-03-06",1,54.25,36,"1"
16916,"NULL","Cheryl","M","Dominguez","NULL","5313 Haynes Court","NULL","Bluffton","South Carolina","United States","29910","271-555-0119",1988-06-23,"Graduate Degree","Professional","F","S",1,0,0,0,129086,"2017-03-06",1,54.96,36,"2"
16917,"NULL","Brett","B","Subram","NULL","8237 Gibrix Dr.","NULL","Beverly Hills","California","United States","90210","172-555-0150",1988-02-03,"Bachelors","Manual","M","M",0,1,0,1,33756,"2017-03-06",0,46.31,37,"1"
16918,"NULL","Alexandria","L","Cox","NULL","8534 Willow Pass Road","NULL","Tacoma","Washington","United States","98403","836-555-0131",1999-08-11,"High School","Skilled Manual","F","S",0,1,0,0,58944,"2017-03-06",0,51.6,25,"2"
16919,"NULL","Kaitlin","NULL","Sullivan","NULL","5345 Willow Avenue","NULL","Rhodes","New South Wales","Australia","2138","1 (11) 500 555-0161",1964-10-18,"High School","Skilled Manual","F","M",1,1,0,3,60358,"2017-03-06",1,49.1,60,"3"
16920,"NULL","Eduardo","NULL","Stewart","NULL","7036 Las Quebrados Ln.","NULL","Torrance","California","United States","90505","276-555-0114",1999-01-17,"Partial College","Skilled Manual","M","M",0,2,0,0,53956,"2017-03-06",1,48.4,26,"2"
16921,"NULL","Edwin","NULL","Jai","NULL","3962 Clyde Street","NULL","Calgary","Alberta","Canada","T2P 2G8","198-555-0136",1998-11-14,"High School","Skilled Manual","M","M",0,1,0,0,52054,"2017-03-06",0,48.17,26,"2"
16922,"NULL","Emma","F","Jackson","NULL","8581 Paris Lane","NULL","Bellingham","Washington","United States","98225","191-555-0172",1998-02-02,"Partial College","Manual","F","S",0,0,0,0,35737,"2017-03-06",0,48.11,27,"2"
16923,"NULL","Connor","M","Gonzales","NULL","4672 Euclid Ave","NULL","Kirkland","Washington","United States","98033","187-555-0111",1998-11-09,"Partial College","Clerical","M","S",0,2,0,0,86281,"2017-03-06",1,52.89,26,"2"
16924,"NULL","Julia","A","Price","NULL","5888 Salem St.","NULL","Concord","California","United States","94519","649-555-0115",1998-11-05,"Partial College","Clerical","F","S",0,1,0,0,79806,"2017-03-06",0,52.78,26,"2"
16925,"NULL","Spencer","W","Patterson","NULL","1069 Ahwanee Lane","NULL","Daly City","California","United States","94015","394-555-0170",1998-07-21,"Partial College","Skilled Manual","M","S",0,1,0,0,53569,"2017-03-06",1,48.04,26,"2"
16926,"NULL","Rodney","NULL","Sanz","NULL","302 Via Cordona Ln.","NULL","Hawthorne","Queensland","Australia","4171","1 (11) 500 555-0191",1965-02-26,"Partial High School","Manual","M","M",1,1,0,2,29654,"2017-03-06",0,45.07,59,"1"
16927,"NULL","Rebekah","A","Gonzalez","NULL","8290 Margaret Ct.","NULL","St. Leonards","New South Wales","Australia","2065","1 (11) 500 555-0156",1965-04-21,"High School","Clerical","F","M",1,1,1,2,84043,"2017-03-06",1,50.65,59,"3"
16928,"NULL","Bryan","M","Stewart","NULL","7793 Kaski Ln.","NULL","Goulburn","New South Wales","Australia","2580","1 (11) 500 555-0117",1966-10-21,"Partial College","Skilled Manual","M","S",1,1,1,1,55404,"2017-03-06",1,50.3,58,"3"
16929,"NULL","Savannah","E","Scott","NULL","7061 Eaker Way","NULL","Hobart","Tasmania","Australia","7001","1 (11) 500 555-0128",1966-06-12,"Partial College","Skilled Manual","F","M",1,1,1,2,61802,"2017-03-06",0,52.89,58,"3"
16930,"NULL","Kristen","NULL","Zhao","NULL","7232 Mulberry","NULL","Newcastle","New South Wales","Australia","2300","1 (11) 500 555-0147",1967-07-09,"High School","Skilled Manual","F","S",1,0,0,1,52366,"2017-03-06",0,49.97,57,"2"
16931,"NULL","Dalton","J","Lee","NULL","5957 Hill Drive","NULL","Brisbane","Queensland","Australia","4000","1 (11) 500 555-0145",1967-09-14,"Partial College","Management","M","S",1,1,1,1,103368,"2017-03-06",1,52.34,57,"3"
